日期,战区,渠道,型号,客户,签收金额,数量
2025-03-12,南宁,O2O,KF-32GW,客户03,2573,1
2025-03-22,南宁,O2O,KF-26GW,客户12,2187,1
2025-03-06,长沙,传统,KF-35GW,客户01,4462,2
2025-03-05,长沙,传统,KF-35GW,客户02,5847,3
2025-03-04,长沙,传统,KFR-72LW,客户07,3184,1
2025-03-24,长沙,传统,KFR-32GW,客户09,6185,3
2025-03-25,长沙,KA,KF-26GW,客户21,4095,2
2025-03-12,长沙,KA,KFR-50GW,客户22,16479,5
2025-03-16,长沙,KA,KFR-26GW,客户02,4802,2
2025-03-19,长沙,KA,KFR-100LW,客户26,14308,3
2025-03-26,长沙,KA,KFR-50GW,客户16,6731,2
2025-03-11,长沙,B2B,KFR-35GW,客户30,52243,18
2025-03-13,长沙,B2B,KFR-26GW,客户26,24317,10
2025-03-18,长沙,O2O,KFR-26GW,客户12,5693,2
2025-04-22,深圳,传统,KF-26GW,客户02,1800,1
2025-04-15,深圳,传统,KF-35GW,客户03,6105,3
2025-04-19,深圳,传统,KF-32GW,客户02,1899,1
2025-04-03,深圳,传统,KFR-32GW,客户02,6354,3
2025-04-18,深圳,传统,KF-50GW,客户10,5452,2
2025-04-17,深圳,传统,KFR-32GW,客户29,6646,3
2025-04-15,深圳,传统,KF-35GW,客户05,6116,3
2025-04-12,深圳,传统,KFR-26GW,客户09,3191,2
2025-04-04,深圳,传统,KFR-72LW,客户10,9940,3
2025-04-27,深圳,传统,KFR-120LW,客户01,3966,1
2025-04-07,深圳,传统,KFR-32GW,客户02,6625,3
2025-04-09,深圳,传统,KFR-72LW,客户04,10007,3
2025-04-13,深圳,传统,KFR-32GW,客户15,2096,1
2025-04-24,深圳,KA,KF-35GW,客户16,7244,3
2025-04-23,深圳,KA,KFR-32GW,客户14,7662,3
2025-04-05,深圳,KA,KFR-35GW,客户15,15961,6
2025-04-01,深圳,KA,KFR-35GW,客户20,13429,5
2025-04-18,深圳,KA,KF-50GW,客户04,12353,4
2025-04-12,深圳,KA,KFR-50GW,客户05,6815,2
2025-04-01,深圳,KA,KF-35GW,客户20,7560,3
2025-04-13,深圳,KA,KFR-26GW,客户29,6576,3
2025-04-10,深圳,KA,KF-35GW,客户20,5099,2
2025-04-17,深圳,KA,KFR-72LW,客户21,8755,2
2025-04-29,深圳,KA,KFR-35GW,客户12,10378,4
2025-04-06,深圳,KA,KFR-26GW,客户05,11010,5
2025-04-13,深圳,KA,KFR-35GW,客户18,15016,6
2025-04-22,深圳,KA,KFR-50GW,客户02,6480,2
2025-04-30,深圳,B2B,KFR-32GW,客户02,44536,17
2025-04-22,深圳,B2B,KF-26GW,客户29,26187,12
2025-04-15,深圳,B2B,KFR-72LW,客户17,41382,10
2025-04-17,深圳,B2B,KFR-50LW,客户04,69067,18
2025-04-10,深圳,B2B,KF-35GW,客户25,30228,12
2025-04-21,深圳,B2B,KFR-50GW,客户05,27153,7
2025-04-24,深圳,B2B,KFR-26GW,客户18,16839,7
2025-04-14,深圳,B2B,KFR-35GW,客户27,14914,5
2025-04-29,深圳,O2O,KF-35GW,客户02,4887,2
2025-04-20,深圳,O2O,KFR-50LW,客户02,4090,1
2025-04-24,深圳,O2O,KFR-32GW,客户22,2945,1
2025-04-20,深圳,O2O,KFR-35GW,客户30,2995,1
2025-04-12,广州,传统,KFR-32GW,客户27,6539,3
2025-04-14,广州,传统,KF-32GW,客户10,1875,1
2025-04-27,广州,传统,KFR-50LW,客户02,2833,1
2025-04-10,广州,传统,KFR-50LW,客户19,3139,1
2025-04-13,广州,传统,KFR-35GW,客户05,2461,1
2025-04-17,广州,传统,KFR-32GW,客户05,6383,3
2025-04-02,广州,传统,KF-32GW,客户01,4106,2
2025-04-10,广州,传统,KFR-35GW,客户14,4319,2
2025-04-04,广州,传统,KFR-35GW,客户01,7023,3
2025-04-17,广州,传统,KFR-50GW,客户03,8687,3
2025-04-09,广州,传统,KF-35GW,客户07,4426,2
2025-04-29,广州,KA,KFR-50GW,客户05,16814,5
2025-04-15,广州,KA,KFR-32GW,客户21,5504,2
2025-04-01,广州,KA,KFR-32GW,客户06,12763,5
2025-04-05,广州,KA,KFR-35GW,客户24,8585,3
2025-04-06,广州,KA,KFR-50GW,客户18,6876,2
2025-04-16,广州,KA,KFR-120LW,客户28,19647,4
2025-04-25,广州,KA,KF-26GW,客户17,8705,4
2025-04-27,广州,KA,KF-26GW,客户25,12408,6
2025-04-26,广州,KA,KFR-35GW,客户02,5098,2
2025-04-02,广州,KA,KFR-26GW,客户02,14528,6
2025-04-24,广州,KA,KFR-120LW,客户06,28452,6
2025-04-08,广州,KA,KFR-26GW,客户09,8245,4
2025-04-25,广州,B2B,KF-26GW,客户03,29053,13
2025-04-16,广州,B2B,KFR-26GW,客户04,27856,12
2025-04-07,广州,B2B,KF-26GW,客户21,21167,10
2025-04-02,广州,B2B,KF-50GW,客户13,29049,9
2025-04-14,广州,B2B,KFR-35GW,客户03,27152,9
2025-04-23,广州,B2B,KFR-26GW,客户03,13670,6
2025-04-02,广州,O2O,KFR-32GW,客户05,6243,2
2025-04-12,广州,O2O,KFR-50LW,客户15,8622,2
2025-04-06,广州,O2O,KF-26GW,客户04,2521,1
2025-04-20,东莞,传统,KFR-26GW,客户18,1849,1
2025-04-12,东莞,传统,KFR-26GW,客户03,3878,2
2025-04-28,东莞,传统,KFR-35GW,客户02,7332,3
2025-04-24,东莞,传统,KFR-26GW,客户06,3751,2
2025-04-19,东莞,传统,KF-26GW,客户11,3480,2
2025-04-21,东莞,传统,KFR-35GW,客户25,2391,1
2025-04-27,东莞,传统,KF-26GW,客户02,5735,3
2025-04-03,东莞,传统,KFR-32GW,客户17,2082,1
2025-04-07,东莞,传统,KF-35GW,客户14,3982,2
2025-04-07,东莞,传统,KFR-50LW,客户02,2509,1
2025-04-15,东莞,KA,KF-26GW,客户25,13881,6
2025-04-03,东莞,KA,KFR-72LW,客户02,20079,5
2025-04-09,东莞,KA,KFR-50GW,客户10,20256,6
2025-04-19,东莞,KA,KF-26GW,客户02,4065,2
2025-04-22,东莞,KA,KFR-26GW,客户29,6733,3
2025-04-06,东莞,KA,KFR-50LW,客户10,6762,2
2025-04-09,东莞,KA,KFR-50GW,客户10,20289,6
2025-04-07,东莞,KA,KFR-32GW,客户01,14625,6
2025-04-17,东莞,KA,KFR-72LW,客户01,22653,6
2025-04-18,东莞,B2B,KF-32GW,客户05,32409,13
2025-04-29,东莞,B2B,KFR-26GW,客户03,28085,12
2025-04-21,东莞,B2B,KFR-35GW,客户02,18852,6
2025-04-12,东莞,B2B,KF-50GW,客户30,35291,11
2025-04-03,东莞,B2B,KFR-100LW,客户29,71500,15
2025-04-11,东莞,O2O,KF-32GW,客户04,2536,1
2025-04-27,东莞,O2O,KF-50GW,客户14,3680,1
2025-04-28,南宁,传统,KF-26GW,客户04,3682,2
2025-04-24,南宁,传统,KF-26GW,客户20,1716,1
2025-04-20,南宁,传统,KF-26GW,客户07,5188,3
2025-04-11,南宁,传统,KFR-50LW,客户22,3156,1
2025-04-24,南宁,传统,KFR-32GW,客户12,4337,2
2025-04-03,南宁,传统,KFR-50GW,客户02,5719,2
2025-04-24,南宁,传统,KFR-50LW,客户09,3014,1
2025-04-27,南宁,KA,KFR-35GW,客户05,8772,3
2025-04-15,南宁,KA,KFR-50GW,客户13,6920,2
2025-04-24,南宁,KA,KF-35GW,客户29,5124,2
2025-04-01,南宁,KA,KFR-50LW,客户18,6843,2
2025-04-05,南宁,KA,KFR-26GW,客户01,4369,2
2025-04-26,南宁,KA,KFR-32GW,客户01,8178,3
2025-04-18,南宁,KA,KF-50GW,客户28,5918,2
2025-04-29,南宁,B2B,KFR-35GW,客户17,34082,11
2025-04-16,南宁,B2B,KFR-50GW,客户02,56689,15
2025-04-27,南宁,B2B,KFR-32GW,客户01,34696,13
2025-04-17,南宁,B2B,KFR-26GW,客户11,18726,8
2025-04-05,南宁,O2O,KFR-50GW,客户01,4118,1
2025-04-22,南宁,O2O,KFR-35GW,客户04,6534,2
2025-04-10,长沙,传统,KF-32GW,客户02,1976,1
2025-04-12,长沙,传统,KFR-35GW,客户14,2294,1
2025-04-17,长沙,传统,KF-35GW,客户26,1988,1
2025-04-05,长沙,传统,KFR-35GW,客户03,4510,2
2025-04-30,长沙,KA,KF-26GW,客户14,8262,4
2025-04-26,长沙,KA,KFR-50LW,客户06,14511,4
2025-04-25,长沙,KA,KF-35GW,客户21,5360,2
2025-04-15,长沙,KA,KFR-100LW,客户05,20135,5
2025-04-24,长沙,B2B,KF-26GW,客户09,16149,7
2025-04-06,长沙,B2B,KFR-35GW,客户01,27365,9
2025-04-26,长沙,O2O,KFR-35GW,客户10,6366,2
2025-05-13,深圳,传统,KFR-26GW,客户28,1783,1
2025-05-08,深圳,传统,KFR-50GW,客户10,7851,3
2025-05-17,深圳,传统,KFR-35GW,客户12,4634,2
2025-05-12,深圳,传统,KFR-72LW,客户16,10241,3
2025-05-12,深圳,传统,KFR-26GW,客户30,1914,1
2025-05-28,深圳,传统,KFR-50LW,客户28,3092,1
2025-05-10,深圳,传统,KF-32GW,客户20,1950,1
2025-05-08,深圳,传统,KFR-50GW,客户22,9279,3
2025-05-05,深圳,传统,KFR-32GW,客户03,6283,3
2025-05-31,深圳,传统,KFR-26GW,客户17,1859,1
2025-05-22,深圳,传统,KFR-50GW,客户01,2812,1
2025-05-12,深圳,传统,KFR-72LW,客户09,10286,3
2025-05-19,深圳,传统,KFR-32GW,客户04,2117,1
2025-05-23,深圳,KA,KFR-50GW,客户19,16777,5
2025-05-15,深圳,KA,KF-35GW,客户09,9069,4
2025-05-21,深圳,KA,KF-26GW,客户17,8530,4
2025-05-06,深圳,KA,KFR-26GW,客户19,13725,6
2025-05-30,深圳,KA,KFR-26GW,客户22,10307,5
2025-05-14,深圳,KA,KFR-72LW,客户05,11923,3
2025-05-05,深圳,KA,KF-35GW,客户04,4268,2
2025-05-08,深圳,KA,KF-26GW,客户07,4130,2
2025-05-23,深圳,KA,KFR-50GW,客户22,19880,6
2025-05-27,深圳,KA,KFR-50GW,客户05,16626,5
2025-05-04,深圳,KA,KFR-35GW,客户01,10930,4
2025-05-01,深圳,KA,KFR-26GW,客户06,8811,4
2025-05-25,深圳,KA,KFR-32GW,客户02,5474,2
2025-05-08,深圳,B2B,KFR-32GW,客户03,16825,6
2025-05-02,深圳,B2B,KFR-32GW,客户29,15051,6
2025-05-01,深圳,B2B,KFR-26GW,客户01,32392,14
2025-05-13,深圳,B2B,KF-50GW,客户19,52560,17
2025-05-11,深圳,B2B,KF-26GW,客户29,17832,8
2025-05-01,深圳,B2B,KFR-50GW,客户18,26068,8
2025-05-10,深圳,B2B,KFR-72LW,客户07,26050,6
2025-05-07,深圳,O2O,KF-26GW,客户01,2544,1
2025-05-31,深圳,O2O,KF-32GW,客户15,2675,1
2025-05-10,深圳,O2O,KFR-50LW,客户30,8149,2
2025-05-02,深圳,O2O,KFR-35GW,客户23,6571,2
2025-05-31,广州,传统,KF-26GW,客户07,1863,1
2025-05-04,广州,传统,KFR-32GW,客户14,4266,2
2025-05-26,广州,传统,KF-32GW,客户02,3352,2
2025-05-11,广州,传统,KF-35GW,客户10,3940,2
2025-05-03,广州,传统,KFR-32GW,客户05,2117,1
2025-05-09,广州,传统,KFR-26GW,客户17,3923,2
2025-05-04,广州,传统,KF-50GW,客户29,4975,2
2025-05-28,广州,传统,KF-50GW,客户09,4943,2
2025-05-12,广州,传统,KFR-35GW,客户07,7088,3
2025-05-12,广州,传统,KFR-50LW,客户14,5850,2
2025-05-22,广州,传统,KFR-26GW,客户07,3718,2
2025-05-23,广州,KA,KF-50GW,客户01,10084,3
2025-05-13,广州,KA,KF-32GW,客户01,4595,2
2025-05-22,广州,KA,KF-32GW,客户03,11901,5
2025-05-03,广州,KA,KFR-26GW,客户09,14186,6
2025-05-25,广州,KA,KFR-32GW,客户02,12465,5
2025-05-16,广州,KA,KFR-50GW,客户07,6269,2
2025-05-09,广州,KA,KFR-32GW,客户18,5928,2
2025-05-19,广州,KA,KFR-50GW,客户11,17189,5
2025-05-02,广州,KA,KFR-26GW,客户13,11620,5
2025-05-07,广州,KA,KF-35GW,客户06,12786,5
2025-05-09,广州,KA,KF-32GW,客户28,11519,5
2025-05-10,广州,KA,KFR-32GW,客户02,8090,3
2025-05-22,广州,B2B,KFR-50GW,客户08,40075,11
2025-05-11,广州,B2B,KF-35GW,客户03,17130,6
2025-05-12,广州,B2B,KF-50GW,客户05,37655,11
2025-05-30,广州,B2B,KF-35GW,客户09,27563,10
2025-05-18,广州,B2B,KF-26GW,客户07,11017,5
2025-05-05,广州,B2B,KF-26GW,客户13,15429,7
2025-05-01,广州,O2O,KF-50GW,客户27,6667,2
2025-05-26,广州,O2O,KFR-32GW,客户09,2880,1
2025-05-15,广州,O2O,KF-50GW,客户07,3565,1
2025-05-07,东莞,传统,KF-32GW,客户14,5881,3
2025-05-18,东莞,传统,KF-26GW,客户03,5208,3
2025-05-22,东莞,传统,KF-26GW,客户13,1619,1
2025-05-01,东莞,传统,KFR-72LW,客户01,7484,2
2025-05-15,东莞,传统,KFR-35GW,客户05,2258,1
2025-05-14,东莞,传统,KFR-50GW,客户06,7794,3
2025-05-12,东莞,传统,KFR-50LW,客户19,3111,1
2025-05-14,东莞,传统,KFR-32GW,客户13,6249,3
2025-05-23,东莞,传统,KFR-35GW,客户23,6722,3
2025-05-26,东莞,KA,KF-35GW,客户23,4627,2
2025-05-16,东莞,KA,KF-32GW,客户01,4452,2
2025-05-04,东莞,KA,KF-26GW,客户14,12191,6
2025-05-07,东莞,KA,KFR-100LW,客户10,8611,2
2025-05-04,东莞,KA,KFR-32GW,客户08,11793,5
2025-05-15,东莞,KA,KFR-32GW,客户09,4884,2
2025-05-01,东莞,KA,KFR-50GW,客户22,18040,5
2025-05-09,东莞,KA,KF-35GW,客户20,14514,6
2025-05-22,东莞,KA,KFR-35GW,客户26,15342,5
2025-05-27,东莞,B2B,KF-35GW,客户07,14238,5
2025-05-11,东莞,B2B,KF-32GW,客户22,37314,15
2025-05-07,东莞,B2B,KFR-32GW,客户12,49492,18
2025-05-26,东莞,B2B,KFR-72LW,客户07,29590,6
2025-05-29,东莞,B2B,KF-35GW,客户08,45888,17
2025-05-17,东莞,O2O,KFR-32GW,客户03,2998,1
2025-05-09,东莞,O2O,KFR-26GW,客户12,5490,2
2025-05-07,东莞,O2O,KF-32GW,客户02,5091,2
2025-05-18,南宁,传统,KFR-26GW,客户01,5846,3
2025-05-01,南宁,传统,KF-35GW,客户01,4330,2
2025-05-06,南宁,传统,KF-26GW,客户02,3286,2
2025-05-07,南宁,传统,KFR-32GW,客户25,3995,2
2025-05-09,南宁,传统,KFR-50LW,客户04,5983,2
2025-05-21,南宁,传统,KFR-26GW,客户02,1738,1
2025-05-04,南宁,传统,KF-50GW,客户24,2363,1
2025-05-16,南宁,KA,KFR-32GW,客户03,5243,2
2025-05-01,南宁,KA,KF-32GW,客户26,6631,3
2025-05-07,南宁,KA,KFR-50GW,客户09,6981,2
2025-05-06,南宁,KA,KF-26GW,客户06,8109,4
2025-05-22,南宁,KA,KFR-32GW,客户01,7418,3
2025-05-12,南宁,KA,KFR-50LW,客户13,7397,2
2025-05-01,南宁,KA,KFR-50GW,客户13,20821,6
2025-05-17,南宁,B2B,KF-26GW,客户27,23326,11
2025-05-04,南宁,B2B,KFR-50LW,客户02,58309,16
2025-05-31,南宁,B2B,KF-35GW,客户01,23932,9
2025-05-31,南宁,B2B,KFR-26GW,客户04,28447,11
2025-05-17,南宁,O2O,KF-26GW,客户15,4908,2
2025-05-06,南宁,O2O,KF-35GW,客户27,5439,2
2025-05-19,长沙,传统,KF-32GW,客户17,4107,2
2025-05-16,长沙,传统,KFR-35GW,客户21,7301,3
2025-05-20,长沙,传统,KFR-50GW,客户08,8355,3
2025-05-19,长沙,传统,KFR-26GW,客户07,1702,1
2025-05-31,长沙,传统,KFR-35GW,客户25,2080,1
2025-05-12,长沙,KA,KFR-72LW,客户05,25426,6
2025-05-08,长沙,KA,KFR-50GW,客户02,13076,4
2025-05-05,长沙,KA,KFR-26GW,客户15,9172,4
2025-05-07,长沙,KA,KF-26GW,客户02,8164,4
2025-05-18,长沙,KA,KFR-50GW,客户21,9357,3
2025-05-20,长沙,B2B,KFR-35GW,客户03,33536,11
2025-05-19,长沙,B2B,KF-35GW,客户21,18780,7
2025-05-07,长沙,B2B,KF-35GW,客户08,46290,18
2025-05-14,长沙,O2O,KFR-50LW,客户01,8693,2
2025-05-01,长沙,O2O,KFR-26GW,客户08,5122,2
2025-06-30,深圳,传统,KFR-100LW,客户23,3692,1
2025-06-17,深圳,传统,KFR-50GW,客户02,5943,2
2025-06-16,深圳,传统,KFR-26GW,客户15,1910,1
2025-06-12,深圳,传统,KFR-26GW,客户21,5572,3
2025-06-16,深圳,传统,KFR-50GW,客户12,5839,2
2025-06-21,深圳,传统,KFR-72LW,客户07,10844,3
2025-06-20,深圳,传统,KF-50GW,客户02,5051,2
2025-06-28,深圳,传统,KFR-26GW,客户03,2076,1
2025-06-03,深圳,传统,KF-26GW,客户08,1965,1
2025-06-01,深圳,传统,KFR-32GW,客户26,4400,2
2025-06-29,深圳,传统,KF-35GW,客户24,3883,2
2025-06-20,深圳,传统,KF-26GW,客户02,3643,2
2025-06-06,深圳,传统,KF-26GW,客户06,5363,3
2025-06-25,深圳,传统,KF-35GW,客户12,2202,1
2025-06-22,深圳,KA,KF-32GW,客户25,12454,5
2025-06-09,深圳,KA,KFR-26GW,客户11,12854,6
2025-06-03,深圳,KA,KFR-35GW,客户18,8472,3
2025-06-08,深圳,KA,KFR-32GW,客户05,4883,2
2025-06-23,深圳,KA,KFR-100LW,客户18,14671,3
2025-06-15,深圳,KA,KFR-26GW,客户29,4625,2
2025-06-11,深圳,KA,KF-32GW,客户03,4989,2
2025-06-10,深圳,KA,KFR-32GW,客户13,14869,6
2025-06-04,深圳,KA,KF-26GW,客户15,12638,6
2025-06-20,深圳,KA,KF-35GW,客户03,9527,4
2025-06-03,深圳,KA,KFR-50LW,客户20,11173,3
2025-06-04,深圳,KA,KFR-35GW,客户02,11908,4
2025-06-08,深圳,KA,KFR-32GW,客户24,5078,2
2025-06-09,深圳,B2B,KFR-50GW,客户04,69610,20
2025-06-14,深圳,B2B,KFR-26GW,客户11,36728,16
2025-06-09,深圳,B2B,KFR-32GW,客户07,48576,18
2025-06-24,深圳,B2B,KFR-35GW,客户01,50413,17
2025-06-17,深圳,B2B,KF-35GW,客户03,27360,11
2025-06-22,深圳,B2B,KFR-72LW,客户10,36290,8
2025-06-02,深圳,B2B,KFR-26GW,客户04,19324,8
2025-06-09,深圳,B2B,KFR-72LW,客户04,35510,8
2025-06-27,深圳,O2O,KFR-72LW,客户17,9369,2
2025-06-06,深圳,O2O,KF-32GW,客户04,2777,1
2025-06-01,深圳,O2O,KF-26GW,客户06,4885,2
2025-06-24,深圳,O2O,KFR-26GW,客户10,5101,2
2025-06-11,广州,传统,KF-35GW,客户04,4065,2
2025-06-22,广州,传统,KF-35GW,客户02,2002,1
2025-06-06,广州,传统,KFR-50GW,客户05,3089,1
2025-06-12,广州,传统,KFR-120LW,客户23,11630,3
2025-06-02,广州,传统,KF-50GW,客户12,5282,2
2025-06-27,广州,传统,KF-32GW,客户12,3699,2
2025-06-26,广州,传统,KFR-32GW,客户10,2154,1
2025-06-12,广州,传统,KF-26GW,客户08,5137,3
2025-06-27,广州,传统,KF-50GW,客户04,5075,2
2025-06-25,广州,传统,KFR-35GW,客户17,7350,3
2025-06-17,广州,传统,KFR-120LW,客户24,11359,3
2025-06-22,广州,KA,KFR-26GW,客户29,6845,3
2025-06-14,广州,KA,KF-50GW,客户06,6150,2
2025-06-30,广州,KA,KFR-35GW,客户18,9095,3
2025-06-29,广州,KA,KF-35GW,客户14,10474,4
2025-06-06,广州,KA,KF-35GW,客户30,14123,6
2025-06-09,广州,KA,KFR-32GW,客户16,9943,4
2025-06-23,广州,KA,KFR-35GW,客户01,17362,6
2025-06-26,广州,KA,KFR-35GW,客户13,14262,5
2025-06-16,广州,KA,KF-26GW,客户04,3966,2
2025-06-18,广州,KA,KF-35GW,客户02,7148,3
2025-06-03,广州,KA,KFR-120LW,客户05,18915,4
2025-06-16,广州,B2B,KFR-26GW,客户01,34106,14
2025-06-02,广州,B2B,KFR-35GW,客户08,14501,5
2025-06-25,广州,B2B,KFR-32GW,客户06,38914,14
2025-06-05,广州,B2B,KFR-50LW,客户28,46652,13
2025-06-30,广州,B2B,KF-50GW,客户03,22662,7
2025-06-14,广州,B2B,KFR-35GW,客户21,51079,17
2025-06-14,广州,O2O,KF-35GW,客户25,5658,2
2025-06-22,广州,O2O,KFR-120LW,客户05,5460,1
2025-06-03,广州,O2O,KF-26GW,客户04,4744,2
2025-06-13,东莞,传统,KF-35GW,客户09,2029,1
2025-06-11,东莞,传统,KF-26GW,客户22,1813,1
2025-06-15,东莞,传统,KFR-50LW,客户16,6203,2
2025-06-01,东莞,传统,KFR-35GW,客户09,4145,2
2025-06-20,东莞,传统,KF-35GW,客户08,2113,1
2025-06-18,东莞,传统,KF-35GW,客户20,6015,3
2025-06-25,东莞,传统,KF-35GW,客户24,2054,1
2025-06-28,东莞,传统,KF-32GW,客户02,6306,3
2025-06-02,东莞,传统,KFR-50LW,客户23,2988,1
2025-06-16,东莞,KA,KF-50GW,客户02,19019,6
2025-06-24,东莞,KA,KF-26GW,客户24,4329,2
2025-06-18,东莞,KA,KFR-72LW,客户10,8097,2
2025-06-29,东莞,KA,KF-26GW,客户10,5978,3
2025-06-30,东莞,KA,KFR-120LW,客户23,17979,4
2025-06-04,东莞,KA,KFR-26GW,客户09,6427,3
2025-06-04,东莞,KA,KFR-26GW,客户02,4376,2
2025-06-13,东莞,KA,KFR-50GW,客户22,16836,5
2025-06-08,东莞,KA,KFR-26GW,客户02,11004,5
2025-06-28,东莞,B2B,KFR-50LW,客户22,72586,19
2025-06-27,东莞,B2B,KFR-100LW,客户02,42435,9
2025-06-16,东莞,B2B,KF-26GW,客户04,24045,11
2025-06-22,东莞,B2B,KFR-50GW,客户04,30287,8
2025-06-15,东莞,B2B,KFR-35GW,客户07,23392,8
2025-06-19,东莞,O2O,KFR-50GW,客户01,8191,2
2025-06-02,东莞,O2O,KFR-35GW,客户15,6769,2
2025-06-09,东莞,O2O,KF-35GW,客户06,2675,1
2025-06-07,南宁,传统,KFR-32GW,客户10,6542,3
2025-06-05,南宁,传统,KFR-35GW,客户17,4499,2
2025-06-15,南宁,传统,KFR-35GW,客户17,4631,2
2025-06-30,南宁,传统,KF-26GW,客户20,3560,2
2025-06-16,南宁,传统,KFR-50GW,客户26,7808,3
2025-06-17,南宁,传统,KFR-35GW,客户09,7196,3
2025-06-23,南宁,传统,KF-26GW,客户11,1877,1
2025-06-01,南宁,KA,KF-35GW,客户06,15040,6
2025-06-22,南宁,KA,KF-32GW,客户02,4575,2
2025-06-25,南宁,KA,KFR-26GW,客户27,11181,5
2025-06-04,南宁,KA,KF-32GW,客户18,7204,3
2025-06-03,南宁,KA,KF-35GW,客户02,12446,5
2025-06-28,南宁,KA,KFR-26GW,客户04,4309,2
2025-06-30,南宁,KA,KF-26GW,客户08,7822,4
2025-06-21,南宁,B2B,KFR-26GW,客户08,20383,9
2025-06-08,南宁,B2B,KFR-72LW,客户03,52510,13
2025-06-03,南宁,B2B,KFR-32GW,客户02,30310,11
2025-06-29,南宁,B2B,KFR-72LW,客户14,35860,8
2025-06-11,南宁,O2O,KF-26GW,客户12,2686,1
2025-06-27,南宁,O2O,KFR-32GW,客户18,6128,2
2025-06-28,长沙,传统,KFR-35GW,客户14,7185,3
2025-06-19,长沙,传统,KFR-26GW,客户01,3497,2
2025-06-04,长沙,传统,KFR-26GW,客户20,3495,2
2025-06-27,长沙,传统,KFR-26GW,客户03,5592,3
2025-06-13,长沙,传统,KF-35GW,客户27,4106,2
2025-06-28,长沙,KA,KFR-26GW,客户24,9622,4
2025-06-13,长沙,KA,KFR-50LW,客户13,14804,4
2025-06-09,长沙,KA,KFR-72LW,客户11,7405,2
2025-06-09,长沙,KA,KFR-100LW,客户01,21402,5
2025-06-30,长沙,B2B,KF-32GW,客户01,24994,11
2025-06-08,长沙,B2B,KF-26GW,客户26,13121,6
2025-06-14,长沙,B2B,KFR-50LW,客户21,22600,6
2025-06-05,长沙,O2O,KFR-72LW,客户01,9786,2
2025-07-16,深圳,传统,KFR-26GW,客户01,5718,3
2025-07-01,深圳,传统,KFR-35GW,客户23,2440,1
2025-07-22,深圳,传统,KF-35GW,客户01,1868,1
2025-07-02,深圳,传统,KF-26GW,客户01,3447,2
2025-07-05,深圳,传统,KFR-35GW,客户06,2221,1
2025-07-29,深圳,传统,KFR-26GW,客户02,5806,3
2025-07-03,深圳,传统,KFR-35GW,客户03,4815,2
2025-07-25,深圳,传统,KFR-72LW,客户03,10112,3
2025-07-28,深圳,传统,KF-32GW,客户21,6311,3
2025-07-02,深圳,传统,KF-26GW,客户21,1805,1
2025-07-29,深圳,传统,KFR-26GW,客户03,1842,1
2025-07-13,深圳,传统,KFR-32GW,客户05,6874,3
2025-07-07,深圳,传统,KFR-50GW,客户02,3112,1
2025-07-29,深圳,传统,KFR-50LW,客户18,6312,2
2025-07-21,深圳,KA,KFR-32GW,客户17,10493,4
2025-07-23,深圳,KA,KFR-32GW,客户25,9985,4
2025-07-20,深圳,KA,KFR-50LW,客户02,15363,4
2025-07-27,深圳,KA,KFR-50GW,客户01,9731,3
2025-07-27,深圳,KA,KF-50GW,客户03,18702,6
2025-07-23,深圳,KA,KF-26GW,客户01,6672,3
2025-07-09,深圳,KA,KFR-50GW,客户19,7440,2
2025-07-02,深圳,KA,KFR-35GW,客户07,5702,2
2025-07-15,深圳,KA,KFR-35GW,客户13,14762,5
2025-07-22,深圳,KA,KFR-26GW,客户03,6892,3
2025-07-30,深圳,KA,KFR-50GW,客户01,14729,4
2025-07-30,深圳,KA,KFR-26GW,客户13,9288,4
2025-07-24,深圳,KA,KF-32GW,客户04,14057,6
2025-07-26,深圳,B2B,KFR-50GW,客户08,21857,6
2025-07-15,深圳,B2B,KFR-26GW,客户07,36392,14
2025-07-06,深圳,B2B,KFR-50GW,客户17,42532,13
2025-07-26,深圳,B2B,KF-50GW,客户09,39396,12
2025-07-25,深圳,B2B,KF-26GW,客户04,27184,12
2025-07-09,深圳,B2B,KFR-50LW,客户06,67578,17
2025-07-04,深圳,B2B,KFR-100LW,客户20,24429,5
2025-07-01,深圳,O2O,KFR-120LW,客户22,5536,1
2025-07-21,深圳,O2O,KFR-50GW,客户29,7969,2
2025-07-29,深圳,O2O,KF-32GW,客户03,2682,1
2025-07-15,深圳,O2O,KFR-72LW,客户05,4793,1
2025-07-05,广州,传统,KF-26GW,客户04,3694,2
2025-07-04,广州,传统,KF-32GW,客户15,2034,1
2025-07-02,广州,传统,KFR-100LW,客户03,11834,3
2025-07-09,广州,传统,KFR-50LW,客户03,8524,3
2025-07-08,广州,传统,KF-50GW,客户01,5031,2
2025-07-04,广州,传统,KFR-35GW,客户01,4648,2
2025-07-22,广州,传统,KFR-50LW,客户03,5477,2
2025-07-05,广州,传统,KFR-50GW,客户14,5407,2
2025-07-21,广州,传统,KFR-26GW,客户13,3686,2
2025-07-20,广州,传统,KFR-35GW,客户28,4871,2
2025-07-01,广州,传统,KFR-26GW,客户06,4163,2
2025-07-17,广州,传统,KFR-26GW,客户03,3608,2
2025-07-19,广州,KA,KF-26GW,客户20,8884,4
2025-07-25,广州,KA,KFR-26GW,客户18,11215,5
2025-07-19,广州,KA,KF-50GW,客户01,7086,2
2025-07-24,广州,KA,KFR-50LW,客户12,20802,6
